,region,location,activity,title,description,price,rating,review_count,duration,url,description_clean,general
165,Mindanao,Surigao del Norte,Boat Charters,Siargao Island Hopping,"Overall, this was a well-organized Private tour but we were a bit disappointed by our guide because his English was extremely poor. Half of the time we didn?ÅEEEEEEE???ÅEEEEEEEt know what we need to do and where we need to go next. Apart from that, the islands we visited were all interesting and beautiful. Following are more details about each location.The pickup went smoothly and we were driven near the docks (a 10-minute ride). Upon arrival, we were in",3338.92,4.5,2,4,https://www.tripadvisor.com.ph/AttractionProductReview-g674645-d14042208-Siargao_Island_Hopping-Siargao_Island_Surigao_del_Norte_Province_Mindanao.html,Overall wellorganized Private tour bit disappointed guide English extremely poor Half time didnÅEEEEEEEÅEEEEEEEt know need need go next Apart islands visited interesting beautiful Following details locationThe pickup went smoothly driven near docks 10minute ride Upon arrival,Water Activities
166,Luzon,Metro Manila,multi-Day Tours,Banaue & Batad UNESCO 3days 2 nights Tour ( Private Group Tour Max 6 Travelers),"The Banaue Rice Terraces are 2000-year old terraces that were carved into the mountains of the Cordilleras by the Ifugaos. The Rice Terraces are commonly referred to as the ""Eighth Wonder of the World?ÅEEEEEEEE???ÅEEEEEEEE, and a Unesco World Heritage Site. The terraces, built by hand are located approximately 1500 meters (5000 ft) above sea level and cover 10,360 square kilometers (about 4000 square miles) of mountainside. Our Private Tour is limited to a maximum 6 persons Only with a Private Transportation from Manila.

Our Company started bringing travellers up north for more 15 years and counting and we specialised this route. our advocacy is to support the community by engaging our clients with the local people in the mountain region, by this your visit will be more enjoyable and memorable. ",36267.61,5,11,72,https://www.tripadvisor.com.ph/AttractionProductReview-g298450-d17516797-Banaue_Batad_UNESCO_3days_2_nights_Tour_Private_Group_Tour_Max_6_Travelers-Makati_.html,Banaue Rice Terraces 2000year old terraces carved mountains Cordilleras Ifugaos Rice Terraces commonly referred Eighth Wonder WorldÅEEEEEEEEÅEEEEEEEE Unesco World Heritage Site terraces built hand located approximately 1500 meters 5000 ft sea level cover 10360 square kilometers 4000 square miles mountainside Private Tour limited maximum 6 persons Private Transportation Manila Company started bringing travellers north 15 years counting specialised route advocacy support community engaging clients local people mountain region visit enjoyable memorable,Tours
167,Luzon,Palawan,Day Trips,Puerto Princesa Firefly Watching,"Enjoy a night away from the city and get to see hundreds of fireflies in their natural habitat. Hotel pick up and drop off is included for guests staying within 5 kilometer of Puerto Princesa City airport. 

A delicious dinner is also included and will be served at an off-site restaurant.",1640.68,4,3,4,https://www.tripadvisor.com.ph/AttractionProductReview-g294257-d25176443-Puerto_Princesa_Firefly_Watching-Puerto_Princesa_Palawan_Island_Palawan_Province_M.html,Enjoy night away city get see hundreds fireflies natural habitat Hotel pick drop included guests staying within 5 kilometer Puerto Princesa City airport delicious dinner also included served offsite restaurant,Tours
168,Luzon,Palawan,Day Trips,"Puerto Princesa Palawan Island hopping Cowrie, Starfish and Luli island tour.",It was a very organised trip. Divine did a good job guiding us. I would say to make sure you coordinate with them the day before to know if there will be adjustments with the time you?ÅEEEEEEEE???ÅEEEEEEEEll be fetched from where you?ÅEEEEEEEE???ÅEEEEEEEEre staying at.,2878.38,5,1,6,https://www.tripadvisor.com.ph/AttractionProductReview-g294257-d19100120-Puerto_Princesa_Palawan_Island_hopping_Cowrie_Starfish_and_Luli_island_tour-Puerto.html,organised trip Divine good job guiding us would say make sure coordinate day know adjustments time youÅEEEEEEEEÅEEEEEEEEll fetched youÅEEEEEEEEÅEEEEEEEEre staying,Tours
169,Luzon,Metro Manila,Cooking classes,Hands-on Cooking Lesson in Manila: Learn to Cook in a Local Home,"I visited with Greg and Oscar at the end of March. I only had two days in Manila, so my time to learn about the city was limited. Choosing to take the cooking class turned out to be the best way to use my limited time to learn about the city. Greg has a beautiful old-style colonial house. We were having such a good time talking with Greg in his living room that we delayed the start of the cooking class. Greg is very knowledgable about all the history of the area and helped us to understand some of the origins of the Philippine culture.Oscar then gave us a nice class about how to make Chicken Adobo and a Prawn Stew. It was easily one of the best meals I had during my stay in the Philippines.If you are able to take this class, you will get much more than just cooking. You will learn a lot about the local culture and history as well.We had a great visit with Greg and Oscar and it helped us to feel at home in Manila.",5987.03,5,6,3,https://www.tripadvisor.com.ph/AttractionProductReview-g298573-d12576590-Hands_on_Cooking_Lesson_in_Manila_Learn_to_Cook_in_a_Local_Home-Manila_Metro_Manil.html,visited Greg Oscar end March two days Manila time learn city limited Choosing take cooking class turned best way use limited time learn city Greg beautiful oldstyle colonial house good time talking Greg living room delayed start cooking class Greg knowledgable history area helped us understand origins Philippine cultureOscar gave us nice class make Chicken Adobo Prawn Stew easily one best meals stay PhilippinesIf able take class get much cooking learn lot local culture history wellWe great visit Greg Oscar helped us feel home Manila,Recreational
171,Visayas,Bohol,Day Trips,Famous Bohol Chocolate Hills Loboc River Cruise Tarsier Tour,"Loved our driver who gave us information on the local people and customs. The sights were ok. Chocolate hills and the optional ATV was a lot of fun and pretty. Everything with animals was kinda sad. There was a chained eagle, caged crocodiles in dirty water?ÅEEEEEEEE????it made me sad to have supported that business. I wish they gave you more options for stops, so we could have avoided it.",6242.73,4.5,2,6,https://www.tripadvisor.com.ph/AttractionProductReview-g1066348-d17244104-Famous_Bohol_Chocolate_Hills_Loboc_River_Cruise_Tarsier_Tour-Tagbilaran_City_Boho.html,Loved driver gave us information local people customs sights ok Chocolate hills optional ATV lot fun pretty Everything animals kinda sad chained eagle caged crocodiles dirty waterÅEEEEEEEEit made sad supported business wish gave options stops could avoided,Tours
172,Luzon,Cordillera,Day Trips,Baguio City Tour with Lunch,"Tour included more than I expected. Guide was very friendly, knowledgeable, and was very accommodating.",6044.6,4.5,4,6,https://www.tripadvisor.com.ph/AttractionProductReview-g298445-d17824505-Baguio_City_Tour_with_Lunch-Baguio_Benguet_Province_Cordillera_Region_Luzon.html,Tour included expected Guide friendly knowledgeable accommodating,Tours
173,Luzon,Palawan,Day Trips,Half-day Puerto Princesa City Tour,"Canvas Hotel is a lovely place to stay in for a couple of nights of so in Puerto Princesa. It is artfully designed and well-maintained. Just don't eat at their restaurant or order room service because the food is costly (for a provincial place) and very bad. Instead, eat the Tito's just right across he hotel. For South Sea Peals and pasalubong, there are rows of stores and legitimate jewelry stores also just across the hotel. Kinabuch's and Kalui are also very good restaurant choices. Puerto Princess is rather small so almost all restaurants and even the Bay Walk is walkable, but the warm weather could be a problem. Taxi has to be called and arranged and costs P250 each time. Tricycle is the main city transport but costs P50/head for very short distance and P100/head at night or when they say the location is ""far."" The Underground River tour is a must. You can skip the firefly watching.",863.51,4.5,25,4,https://www.tripadvisor.com.ph/AttractionProductReview-g294257-d11484522-Half_day_Puerto_Princesa_City_Tour-Puerto_Princesa_Palawan_Island_Palawan_Province.html,Canvas Hotel lovely place stay couple nights Puerto Princesa artfully designed wellmaintained dont eat restaurant order room service food costly provincial place bad Instead eat Titos right across hotel South Sea Peals pasalubong rows stores legitimate jewelry stores also across hotel Kinabuchs Kalui also good restaurant choices Puerto Princess rather small almost restaurants even Bay Walk walkable warm weather could problem Taxi called arranged costs P250 time Tricycle main city transport costs P50head short distance P100head night say location far Underground River tour must skip firefly watching,Tours
174,Luzon,Calabarzon,Day Trips,VILLA ESCUDERO Day Trips with Carabao Cart Ride and Bamboo from Manila,Lunch below the picturesque waterfall was unique. The food was delicious. The hour-long cultural art show was impressive. The performers were graceful and lively. We enjoyed the carabao ride with the singers in the back singing folk songs.,11129.55,4,3,6,https://www.tripadvisor.com.ph/AttractionProductReview-g1945863-d12993312-VILLA_ESCUDERO_DAY_TOUR_with_Carabao_Cart_Ride_and_Bamboo_from_Manila-Tanza_Cavit.html,Lunch picturesque waterfall unique food delicious hourlong cultural art show impressive performers graceful lively enjoyed carabao ride singers back singing folk songs,Tours
180,Luzon,Palawan,Day Trips,EL Nido Tour C,"I recommend this Local Tour Operator ,  Over All i enjoyed this Trip and my friends also Enjoy this Trip .",2590.54,4,3,6,https://www.tripadvisor.com.ph/AttractionProductReview-g294255-d14155792-EL_Nido_Tour_C-Palawan_Island_Palawan_Province_Mimaropa.html,recommend Local Tour Operator enjoyed Trip friends also Enjoy Trip,Tours
181,Luzon,Luzon,Day Trips,"7-Hours Tour of Manila: Eat, Walk & Bike","Who are the Filipinos? Learn and understand the locals while walking, eating, and biking across Manila, the Philippines' metropolis. Once known as the ""Pearl of the Orient"", this city is rapidly changing. Visit Quiapo Market and Binondo?ÅEEEEEEEE???ÅEEEEEEEEs Chinatown and see how the new emerges between the old, in all areas of life. As it?ÅEEEEEEEE???ÅEEEEEEEEs architecture, Manila's street food is a showcase of the city?ÅEEEEEEEE???ÅEEEEEEEEs different visitors throughout history. That history is best visible at the old city of Intramuros. Biking through the small streets might feel like traveling back in time. This area suffered heavy damage during World War Two, but the Filipinos' hospitality and smile remains one that cannot be destroyed.",4490.27,5,2,6,https://www.tripadvisor.com.ph/AttractionProductReview-g294248-d25007984-7_Hours_Tour_of_Manila_Eat_Walk_Bike-Luzon.html,Filipinos Learn understand locals walking eating biking across Manila Philippines metropolis known Pearl Orient city rapidly changing Visit Quiapo Market BinondoÅEEEEEEEEÅEEEEEEEEs Chinatown see new emerges old areas life itÅEEEEEEEEÅEEEEEEEEs architecture Manilas street food showcase cityÅEEEEEEEEÅEEEEEEEEs different visitors throughout history history best visible old city Intramuros Biking small streets might feel like traveling back time area suffered heavy damage World War Two Filipinos hospitality smile remains one destroyed,Tours
182,Luzon,Metro Manila,Day Trips,Tagaytay-Taal volcano- Taal Heritage town with s from Manila 2023,"Upon entering the town of TAAL, you will be taken back in time to a Spanish colonial town in the early 17th to early 20th century. Taal has enough traces of a rich cultural heritage of an illustrious past which has been preserved. The Day Trips of the town will be a walking Day Trips. Approximately 20-30 minutes will be allotted per place of visit. The Day Trips will also include a trip to the market, where there is an array of the most popular embroidery, like the barong tagalog, mantel, fans, saya, placemats, etc., made from a wide choice of materials from Pi?ÅEEEE?Òa, jusi , gusot mayaman , cotton and synthetic fibers, available for sale as w ell as an assortment of delicious delicasies 

we will also have side trips to tagaytay and get a bit close to taal volcano

*** Free pick up/drop off from your hotel in Makati, Taguig, Ermita (Manila), Malate(Manila), Las Pinas, Muntinlupa, and Pasay. additional charges will incur outside these areas",9210.82,4.5,6,8,https://www.tripadvisor.com.ph/AttractionProductReview-g298573-d19956676-Tagaytay_Taal_volcano_Taal_Heritage_town_with_s_from_Manila_2023-Manila_Me.html,Upon entering town TAAL taken back time Spanish colonial town early 17th early 20th century Taal enough traces rich cultural heritage illustrious past preserved Day Trips town walking Day Trips Approximately 2030 minutes allotted per place visit Day Trips also include trip market array popular embroidery like barong tagalog mantel fans saya placemats etc made wide choice materials PiÅEEEEÒa jusi gusot mayaman cotton synthetic fibers available sale w ell assortment delicious delicasies also side trips tagaytay get bit close taal volcano Free pick updrop hotel Makati Taguig Ermita Manila MalateManila Las Pinas Muntinlupa Pasay additional charges incur outside areas,Tours
185,Luzon,Metro Manila,Snorkeling,Island Hop + Snorkelling + Bamboo Floating Cottages with s from manila*,"Calatagan may be one of the most overlooked spots in Batangas for beach trips, perhaps it?ÅEEEEEEEE???ÅEEEEEEEEs due to its low-tide beaches. we will ride a floating bamboo cottage which will then be dragged by a smaller boat to different parts of the calatagan area. this trip is family-friendly and safe as the waters in calatagan are not deep and perfect for kids

we will also have a side trip to Tagaytay and marvel at the views of Taal lake and Taal volcano

Take a refreshing getaway down south and visit Little Boracay in Calatagan, Batangas!

Just a few hours away from the city, be mesmerized by its crystal clear waters, fine sand, and marine life

Experience picnic in the middle of the sea as your ride on a floating cottage

*** free pick up/drop off from your hotel in Makati, Taguig, Ermita (Manila), Malate(Manila),and Pasay. additional charges will incur outside these areas",10362.17,5,9,1,https://www.tripadvisor.com.ph/AttractionProductReview-g298573-d19952188-Island_Hop_Snorkelling_Bamboo_Floating_Cottages_with_s_from_manila-Manila_.html,Calatagan may one overlooked spots Batangas beach trips perhaps itÅEEEEEEEEÅEEEEEEEEs due lowtide beaches ride floating bamboo cottage dragged smaller boat different parts calatagan area trip familyfriendly safe waters calatagan deep perfect kids also side trip Tagaytay marvel views Taal lake Taal volcano Take refreshing getaway south visit Little Boracay Calatagan Batangas hours away city mesmerized crystal clear waters fine sand marine life Experience picnic middle sea ride floating cottage free pick updrop hotel Makati Taguig Ermita Manila MalateManilaand Pasay additional charges incur outside areas,Water Activities
186,Luzon,Metro Manila,Day Trips,Amazing Pagsanjan Falls with Authentic filipino lunch Plus Transfers frm manila*,"The tour hosted by Johanna and Red was very enjoyable, they were both great hosts and very knowledgeable about the area and willingly shared various interesting facts about local customs. The tour was arranged very professionally on short notice. The area going to Pansanjan Falls on the river was beautiful; the boat guides were also very friendly and professional. The only drawback (that the guides can't control) was the number of tourists making the same journey on the river.",8001.9,5,10,6,https://www.tripadvisor.com.ph/AttractionProductReview-g298573-d17430210-Amazing_Pagsanjan_Falls_with_Authentic_filipino_lunch_Plus_Transfers_frm_manila-Ma.html,tour hosted Johanna Red enjoyable great hosts knowledgeable area willingly shared various interesting facts local customs tour arranged professionally short notice area going Pansanjan Falls river beautiful boat guides also friendly professional drawback guides cant control number tourists making journey river,Tours
187,Luzon,Palawan,Day Trips,Coron Island Escapade Tour (Shared Tour),Great escapade. Great crew. Away from the crowds you find in other popular tours. The beach are amazing and we get to stay about 90 minutes or more on each of them. Instead of 30 min as it happens in other tours that make tiresome to get off and on the boat quite so often.,2878.38,5,2,6,https://www.tripadvisor.com.ph/AttractionProductReview-g729733-d14042202-Coron_Island_Escapade_Tour_Shared_Tour-Coron_Busuanga_Island_Palawan_Province_Mima.html,Great escapade Great crew Away crowds find popular tours beach amazing get stay 90 minutes Instead 30 min happens tours make tiresome get boat quite often,Tours
188,Luzon,Palawan,Day Trips,El Nido Tour A Private Tour,,9153.25,4.5,8,6,https://www.tripadvisor.com.ph/AttractionProductReview-g294255-d14155787-El_Nido_Tour_A_Private_Tour-Palawan_Island_Palawan_Province_Mimaropa.html,,Tours
189,Luzon,Palawan,Day Trips,Coron Super Ultimate Tour (Shared Tour),"This tour was OK. You can get the same tour all over the island without booking it online and it might be cheaper. They offer this tour everywhere and you can see any travel agent when you arrive to book it. They did not provide any water, or snacks until lunch. Lunch was actually AMAZING but we were thirsty.. So bring water unless you want to buy it. You also have to pay for your snorkeling gear or kayak gear. The guides had no fun facts for us and it was mostly just like they were doing this because it was their job.",3569.19,3.5,4,6,https://www.tripadvisor.com.ph/AttractionProductReview-g1642824-d14042205-Coron_Super_Ultimate_Tour_Shared_Tour-Busuanga_Island_Palawan_Province_Mimaropa.html,tour OK get tour island without booking online might cheaper offer tour everywhere see travel agent arrive book provide water snacks lunch Lunch actually AMAZING thirsty bring water unless want buy also pay snorkeling gear kayak gear guides fun facts us mostly like job,Tours
190,Luzon,Palawan,Boat Charters,A Puerto Princesa Island Hopping Tour in Honda bay,Must do in Puerto Princesa! Seeing all 3 islands and their clear water was so beautiful. Boat ride was fun. Highly recommend getting snorkeling gear (You?ÅEEEEEEEE???ÅEEEEEEEEll stop somewhere along the way to get some if you don?ÅEEEEEEEE???ÅEEEEEEEEt have any). The lunch on Starfish island was delicious. Great tour guide. Highly recommend this tour.,2273.92,3.5,12,6,https://www.tripadvisor.com.ph/AttractionProductReview-g294257-d12470997-A_Puerto_Princesa_Island_Hopping_Tour_in_Honda_bay-Puerto_Princesa_Palawan_Island_.html,Must Puerto Princesa Seeing 3 islands clear water beautiful Boat ride fun Highly recommend getting snorkeling gear YouÅEEEEEEEEÅEEEEEEEEll stop somewhere along way get donÅEEEEEEEEÅEEEEEEEEt lunch Starfish island delicious Great tour guide Highly recommend tour,Water Activities
191,Luzon,Metro Manila,Day Trips,The Historical City of Manila By night including Intramuros (with Trasnfers**),"Explore the walled city of Intramuros and experience this heritage city by night. We will take you to Intramuros and its surrounding areas which are all beautifully lit up and very much enjoyed during the night. The lights give these attractions a different perspective of the city.

*** free pick up/drop off from your hotel in Makati, Taguig, Ermita (Manila), Malate(Manila),and Pasay. additional charges will incur outside these areas",5756.76,5,4,3,https://www.tripadvisor.com.ph/AttractionProductReview-g298573-d19952195-The_Historical_City_of_Manila_By_night_including_Intramuros_with_Trasnfers-Manila_.html,Explore walled city Intramuros experience heritage city night take Intramuros surrounding areas beautifully lit much enjoyed night lights give attractions different perspective city free pick updrop hotel Makati Taguig Ermita Manila MalateManilaand Pasay additional charges incur outside areas,Tours
192,Visayas,Cebu,Canyoneering,Oslob Whale Shark Swimming and Kawasan Falls Canyoneering,"Booked a private Oslob whale shark + canyoneering experience for $120/head. I was expecting to ride a van with lots of other people but I was surprised to be picked up with a private driver, Jerlan. Car was clean and comfortable, had a good sleep with the neck pillow I brought, it took 3.5 hrs from Cebu to Oslob. Driver was very accommodating and told us to tell him anytime we want to stopover for bathroom break or buy snacks. We get to Oslob area and rented a Go Pro hero 7 for $11 (it was worth it!)The whale shark experience was surreal and pictures/videos dont do it justice. Sad it was only 30mins but was grateful for the experience! The breakfast place (not included in package) which was Sunrise 888 served breakfast meals for around $3-4/meal. It wasnt worth it for me as portions were too small for the price they chargedNext, we drove 1.5hrs to get to the canyoneering area and met with our tour guide Tam2x. We hiked for 30mins to get to the falls and he took lots of amazing pictures/videos of us. Hes such an amazing tour guide. We had a great meal at MC Rich center after consisting of rice, fried chicken, pork soup. Wish it was a little warmer but food was good!I tipped both of them $10 each because these are nice people and not money hungry like how most Western tipped workers are. Jerlan and Tam2x were just happy to do their jobs and be as welcoming as possibleWish it was cheaper but im very happy with all the people!",8059.47,5,6,6,https://www.tripadvisor.com.ph/AttractionProductReview-g298460-d15534234-Oslob_Whale_Shark_Swimming_and_Kawasan_Falls_Canyoneering-Cebu_City_Cebu_Island_Vi.html,Booked private Oslob whale shark canyoneering experience 120head expecting ride van lots people surprised picked private driver Jerlan Car clean comfortable good sleep neck pillow brought took 35 hrs Cebu Oslob Driver accommodating told us tell anytime want stopover bathroom break buy snacks get Oslob area rented Go Pro hero 7 11 worth itThe whale shark experience surreal picturesvideos dont justice Sad 30mins grateful experience breakfast place included package Sunrise 888 served breakfast meals around 34meal wasnt worth portions small price chargedNext drove 15hrs get canyoneering area met tour guide Tam2x hiked 30mins get falls took lots amazing picturesvideos us Hes amazing tour guide great meal MC Rich center consisting rice fried chicken pork soup Wish little warmer food goodI tipped 10 nice people money hungry like Western tipped workers Jerlan Tam2x happy jobs welcoming possibleWish cheaper im happy people,Outdoor Activities
194,Visayas,Cebu,Boat Charters,Whale Shark???ˇ& Tumalog Falls & Pescador Island & Sardine Run & Turtle in One Day,"From the time I made an inquiry until the trip was over, this tour company has been very helpful and pleasant. The GM/Owner Aldrin himself took ownership of my request and was informative in a timely manner since the beginning. The booking process was seamless and confirmation was prompt. Chester the driver who was present first thing of the day of the tour was polite and accommodating when we arrived. Then we met Julie Ann, our tour guide who was absolutely awesome! She made the tour extraordinary. Very knowledgeable, enthusiastic and full of energy! We could see her passion for her craft through her. She went over and above her call of duty and ensured that we are more than enjoying ourselves. Request for Julie Ann for a remarkable experience. Of course swimming with the whale sharks, tumalog falls, sardine run and turtle swimming were such amazing experiences that we will never forget. Thank you Cebu Tours!",17270.29,5,11,6,https://www.tripadvisor.com.ph/AttractionProductReview-g298460-d16861879-Whale_Shark_Tumalog_Falls_Pescador_Island_Sardine_Run_Turtle_in_One_Day-Cebu_City_.html,time made inquiry trip tour company helpful pleasant GMOwner Aldrin took ownership request informative timely manner since beginning booking process seamless confirmation prompt Chester driver present first thing day tour polite accommodating arrived met Julie Ann tour guide absolutely awesome made tour extraordinary knowledgeable enthusiastic full energy could see passion craft went call duty ensured enjoying Request Julie Ann remarkable experience course swimming whale sharks tumalog falls sardine run turtle swimming amazing experiences never forget Thank Cebu Tours,Water Activities
196,Visayas,Cebu,boat charters,Whale Shark Watching with Sumilon Sandbar and Kawasan Falls Tour,"This package is best for those who would like to spend their entire day in the south of Cebu and wanted to visit and enjoy what the nature can offer. To mention, these are the whale sharks interaction, the Tumalog falls in Oslob, the Sumilon Island sandbar tour, and the Kawasan falls. It is also a hassle free tour since this is a guided tour and we can pick up from any hotel in Cebu or Mactan and we can drop you off back to your hotel right after the tour. Worry no more this is the best package for you.",8347.31,5,2,6,https://www.tripadvisor.com.ph/AttractionProductReview-g298460-d19844027-Whale_Shark_Watching_with_Sumilon_Sandbar_and_Kawasan_Falls_Tour-Cebu_City_Cebu_Is.html,package best would like spend entire day south Cebu wanted visit enjoy nature offer mention whale sharks interaction Tumalog falls Oslob Sumilon Island sandbar tour Kawasan falls also hassle free tour since guided tour pick hotel Cebu Mactan drop back hotel right tour Worry best package,Water Activities
197,Luzon,Palawan,Day Trips,El Nido Tour A - Big Lagoon Premium Tour (Private / Shared),"El Nido is known for picturesque white sandy beach boasting clear waters and towering limestone cliffs.???ˇ The key highlight of this experience is the Big lagoon, where you may find a plenty of limestone cliffs, emerald green waters and craggy karst formations. It's a perfect nature wonder which is too beautiful to possibly be real and also giving perfect conditions for snorkeling too. Also, the Shimizu island to enjoy swimming in the fairly shallow turquoise waters and snorkel to get to see schools of fishes. Other than that we will visit Payong-Payong Beach: a picturesque beach that gives an ultimate relaxation, the Secret lagoon which only accessible through a small cave, this hideaway lagoon is a popular destination for sightseeing and famous Seven commandos beach: a serene white sandy beach with clear turquoise water, palm trees and rock formations. End of the experience we will drop you to El Nido floating dock along the awesome memories grabbed across the day.",3166.22,3.5,4,6,https://www.tripadvisor.com.ph/AttractionProductReview-g294256-d25074635-El_Nido_Tour_A_Big_Lagoon_Premium_Tour_Private_Shared-El_Nido_Palawan_Island_Palaw.html,El Nido known picturesque white sandy beach boasting clear waters towering limestone cliffsˇ key highlight experience Big lagoon may find plenty limestone cliffs emerald green waters craggy karst formations perfect nature wonder beautiful possibly real also giving perfect conditions snorkeling Also Shimizu island enjoy swimming fairly shallow turquoise waters snorkel get see schools fishes visit PayongPayong Beach picturesque beach gives ultimate relaxation Secret lagoon accessible small cave hideaway lagoon popular destination sightseeing famous Seven commandos beach serene white sandy beach clear turquoise water palm trees rock formations End experience drop El Nido floating dock along awesome memories grabbed across day,Tours
199,Mindanao,Surigao del Norte,Day Trips,Siargao Sugba Lagoon + Kauhagan Island + Pamomo-an Island,"Although this Private tour was well-organized and the places we visited were amazingly beautiful we were disappointed with our tour guide. His English was very poor so most of the time we did not understand what we needed to do or what we are supposed to do next. He was a bit pushy - almost forcing us to take photos in some places. In addition, every place you visit has some additional fees which aren?ÅEEEEEEE???ÅEEEEEEEt big but they quickly add up and are rather annoying. Following are more details about each location.We were picked up from our hotel in General Luna at 7 AM - it was a 1-hour ride to the Sugba Lagoon entrance. We rented Snorkeling equipment from the dock (150P) and then took a boat through the Lagoon (30 mins). The Lagoon is extremely beautiful and we had a great time (although the boat's motor was quite loud).We arrived at the famous jump spot and we did quite a lot of jumps. It was pretty early in the morning (9 AM) so we avoided lots of tou",6850.55,3.5,4,6,https://www.tripadvisor.com.ph/AttractionProductReview-g674645-d14101007-Siargao_Sugba_Lagoon_Kauhagan_Island_Pamomo_an_Island-Siargao_Island_Surigao_del_N.html,Although Private tour wellorganized places visited amazingly beautiful disappointed tour guide English poor time understand needed supposed next bit pushy almost forcing us take photos places addition every place visit additional fees arenÅEEEEEEEÅEEEEEEEt big quickly add rather annoying Following details locationWe picked hotel General Luna 7 1hour ride Sugba Lagoon entrance rented Snorkeling equipment dock 150P took boat Lagoon 30 mins Lagoon extremely beautiful great time although boats motor quite loudWe arrived famous jump spot quite lot jumps pretty early morning 9 avoided lots tou,Tours
200,Luzon,Metro Manila,Day Trips,Active Taal Volcano + Beautiful Hidden Falls with s from Manila**,"This is a brand new Day Trips showcasing taal volcano plus a beautiful hidden falls in the area.

- you will get to ride a local boat which will cruise around the taal volcano island
-during the boat cruise you will see how the locals live their lives and marvel at the beautiful scenery that the volcano has produced during 
-you get to see beautiful waterfalls nestled in the middle of a tropical rainforest trail in around 20-30 minutes. can be a bit challenging for some but totally worth it
-there is also a catholic cave church that we will visit only known by the locals

this Day Trips is perfect for people who want to immerse themselves in the beautiful nature scenery and local culture",10074.33,5,3,8,https://www.tripadvisor.com.ph/AttractionProductReview-g298573-d23968824-Active_Taal_Volcano_Beautiful_Hidden_Falls_with_s_from_Manila-Manila_Metro.html,brand new Day Trips showcasing taal volcano plus beautiful hidden falls area get ride local boat cruise around taal volcano island boat cruise see locals live lives marvel beautiful scenery volcano produced get see beautiful waterfalls nestled middle tropical rainforest trail around 2030 minutes bit challenging totally worth also catholic cave church visit known locals Day Trips perfect people want immerse beautiful nature scenery local culture,Tours
201,Visayas,Cebu,boat charters,Oslob Whaleshark & Kawasan Falls Tour,"Swim with the gentle giants of the sea on the Oslob Whaleshark and Kawasan Falls tour. Marvel at the grace and beauty of whale sharks as you snorkel alongside them in the clear waters off the coast of Oslob. Then, head to the stunning Kawasan Falls and take a refreshing dip in the crystal-clear water as it cascades down a series of natural rock formations. For the more adventurous, there's the option to go canyoneering and experience the area in a thrilling and unique way. Learn about conservation efforts and the importance of protecting these amazing creatures and their habitat. It's an unforgettable experience that combines natural beauty, exhilarating activities, and educational opportunities.",6620.28,4.5,8,8,https://www.tripadvisor.com.ph/AttractionProductReview-g1811784-d19440212-Oslob_Whaleshark_Kawasan_Falls_Tour-Talisay_City_Cebu_Island_Visayas.html,Swim gentle giants sea Oslob Whaleshark Kawasan Falls tour Marvel grace beauty whale sharks snorkel alongside clear waters coast Oslob head stunning Kawasan Falls take refreshing dip crystalclear water cascades series natural rock formations adventurous theres option go canyoneering experience area thrilling unique way Learn conservation efforts importance protecting amazing creatures habitat unforgettable experience combines natural beauty exhilarating activities educational opportunities,Water Activities
205,Luzon,Luzon,ATV,Manila ATV Mountain Trail Adventure(with Transfers***) updated 2022,Great track and the tour guides and driver were very nice. They looked after us really well. Beautiful scenery aswell. Would recommend!,10074.33,5,4,4,https://www.tripadvisor.com.ph/AttractionProductReview-g294248-d17405889-Manila_ATV_Mountain_Trail_Adventure_with_Transfers_updated_2022-Luzon.html,Great track tour guides driver nice looked us really well Beautiful scenery aswell Would recommend,Outdoor Activities
208,Luzon,Palawan,scuba diving,Easy Fun Scuba Dive in El Nido,Excellent diving center! Everything was fantastic with the diving team! Fredic is a great divemaster! El nido is one of the best  location in Philippines!!!,5963.43,4.5,33,1,https://www.tripadvisor.com.ph/AttractionProductReview-g294255-d19440248-Easy_Fun_Scuba_Dive_in_El_Nido-Palawan_Island_Palawan_Province_Mimaropa.html,Excellent diving center Everything fantastic diving team Fredic great divemaster El nido one best location Philippines,Water Activities
211,Luzon,Metro Manila,Day Trips,5 Days Sagada Banaue Batad Discovery (PRIVATE GROUP TOUR Max 6 Travellers),"This tour provides the best experience in the mountain region. Combining the popular sites up north gives you a chance to see different local villages of Sagada, Banaue and Batad. Be amaze with the picturesque landscapes and experience the culture, cuisine and its people. we will make sure that your travel with us will be enjoyable and memorable. 
",61128.19,5,8,72,https://www.tripadvisor.com.ph/AttractionProductReview-g298450-d17587900-5_Days_Sagada_Banaue_Batad_Discovery_PRIVATE_GROUP_TOUR_Max_6_Travellers-Makati_Me.html,tour provides best experience mountain region Combining popular sites north gives chance see different local villages Sagada Banaue Batad amaze picturesque landscapes experience culture cuisine people make sure travel us enjoyable memorable,Tours
